semantic_replication_id,dgp,N,T,replication,true_rank_vector,pilot_valid,a_NT,status,block,raw_sigma_1,lambda_hat_1,raw_sigma_2,lambda_hat_2,raw_sigma_3,lambda_hat_3,raw_sigma_4,lambda_hat_4,R_0,R_1,R_2,R_3,scale_weight,w_A_1_reference,selected_block_rank,minimum_ratio,second_smallest_ratio,ratio_gap,cap_selection_indicator,selector_state,pilot_start_objectives,pilot_start_objective_spread,pilot_objective_stability_pass,pilot_feasibility,pilot_stationarity_residual,pilot_boundary_activity,final_postrefit_attempted,final_postrefit_valid,minimum_objective,true_block_rank
dgp1_N50_T50_r00000_truth1-1-1,1,50,50,0,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.4640064474981087, 0.46379618470398193, 0.4699737901173393]",0.0061776054133573,False,True,0.0047030195061061,True,False,False,0.4637961847039819,1
dgp1_N50_T50_r00001_truth1-1-1,1,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.5125689057685556, 0.4919742292743455, 0.4761743839136077]",0.0363945218549479,False,True,0.0022557286432282,True,False,False,0.4761743839136077,1
dgp1_N50_T50_r00001_truth1-1-1,1,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.5125689057685556, 0.4919742292743455, 0.4761743839136077]",0.0363945218549479,False,True,0.0022557286432282,True,False,False,0.4761743839136077,1
dgp1_N50_T50_r00001_truth1-1-1,1,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.5125689057685556, 0.4919742292743455, 0.4761743839136077]",0.0363945218549479,False,True,0.0022557286432282,True,False,False,0.4761743839136077,1
dgp1_N50_T50_r00002_truth1-1-1,1,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.5422047189731697, 0.5357820261518287, 0.5429680175801357]",0.007185991428307,False,True,0.0020851572060351,True,False,False,0.5357820261518287,1
dgp1_N50_T50_r00002_truth1-1-1,1,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.5422047189731697, 0.5357820261518287, 0.5429680175801357]",0.007185991428307,False,True,0.0020851572060351,True,False,False,0.5357820261518287,1
dgp1_N50_T50_r00002_truth1-1-1,1,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.5422047189731697, 0.5357820261518287, 0.5429680175801357]",0.007185991428307,False,True,0.0020851572060351,True,False,False,0.5357820261518287,1
dgp1_N50_T50_r00000_truth2-1-1,1,50,50,0,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.11023517175965426, 0.10969138269436755, 0.10704901703316284]",0.0031861547264914,False,True,0.0006634584001253,True,False,False,0.1070490170331628,2
dgp1_N50_T50_r00000_truth2-1-1,1,50,50,0,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.11023517175965426, 0.10969138269436755, 0.10704901703316284]",0.0031861547264914,False,True,0.0006634584001253,True,False,False,0.1070490170331628,1
dgp1_N50_T50_r00000_truth2-1-1,1,50,50,0,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.11023517175965426, 0.10969138269436755, 0.10704901703316284]",0.0031861547264914,False,True,0.0006634584001253,True,False,False,0.1070490170331628,1
dgp1_N50_T50_r00001_truth2-1-1,1,50,50,1,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.09772830270798379, 0.10205946743407213, 0.10164501964308996]",0.0043311647260883,False,True,0.0014944951854491,True,False,False,0.0977283027079837,2
dgp1_N50_T50_r00001_truth2-1-1,1,50,50,1,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.09772830270798379, 0.10205946743407213, 0.10164501964308996]",0.0043311647260883,False,True,0.0014944951854491,True,False,False,0.0977283027079837,1
dgp1_N50_T50_r00001_truth2-1-1,1,50,50,1,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.09772830270798379, 0.10205946743407213, 0.10164501964308996]",0.0043311647260883,False,True,0.0014944951854491,True,False,False,0.0977283027079837,1
dgp1_N50_T50_r00002_truth2-1-1,1,50,50,2,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.10515309177178787, 0.10163923923924087, 0.10361969554821948]",0.003513852532547,False,True,0.0041769194347309,True,False,False,0.1016392392392408,2
dgp1_N50_T50_r00002_truth2-1-1,1,50,50,2,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.10515309177178787, 0.10163923923924087, 0.10361969554821948]",0.003513852532547,False,True,0.0041769194347309,True,False,False,0.1016392392392408,1
dgp1_N50_T50_r00002_truth2-1-1,1,50,50,2,"(2,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.10515309177178787, 0.10163923923924087, 0.10361969554821948]",0.003513852532547,False,True,0.0041769194347309,True,False,False,0.1016392392392408,1
dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2868712502707119, 0.2881256321451856, 0.28661667979775196]",0.0015089523474336,False,True,1.326773289402938e-05,False,False,False,0.2866166797977519,1
dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2868712502707119, 0.2881256321451856, 0.28661667979775196]",0.0015089523474336,False,True,1.326773289402938e-05,False,False,False,0.2866166797977519,0
dgp1_N100_T100_r00000_truth1-0-2,1,100,100,0,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2868712502707119, 0.2881256321451856, 0.28661667979775196]",0.0015089523474336,False,True,1.326773289402938e-05,False,False,False,0.2866166797977519,2
dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.29044720399054225, 0.2894992922000816, 0.29057621029732805]",0.0010769180972464,False,True,9.685958326165551e-05,True,False,False,0.2894992922000816,1
dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.29044720399054225, 0.2894992922000816, 0.29057621029732805]",0.0010769180972464,False,True,9.685958326165551e-05,True,False,False,0.2894992922000816,0
dgp1_N100_T100_r00001_truth1-0-2,1,100,100,1,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.29044720399054225, 0.2894992922000816, 0.29057621029732805]",0.0010769180972464,False,True,9.685958326165551e-05,True,False,False,0.2894992922000816,2
dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2973927467655878, 0.2974726095891963, 0.2971622226276178]",0.0003103869615784,False,True,2.510077043623086e-05,False,False,False,0.2971622226276178,1
dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2973927467655878, 0.2974726095891963, 0.2971622226276178]",0.0003103869615784,False,True,2.510077043623086e-05,False,False,False,0.2971622226276178,0
dgp1_N100_T100_r00002_truth1-0-2,1,100,100,2,"(1,0,2)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2973927467655878, 0.2974726095891963, 0.2971622226276178]",0.0003103869615784,False,True,2.510077043623086e-05,False,False,False,0.2971622226276178,2
dgp1_N100_T100_r00000_truth1-1-1,1,100,100,0,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.8868499829995964, 0.8894867458179211, 0.888216557945322]",0.0026367628183247,False,True,0.0001153997365955,True,False,False,0.8868499829995964,1
dgp1_N100_T100_r00000_truth1-1-1,1,100,100,0,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.8868499829995964, 0.8894867458179211, 0.888216557945322]",0.0026367628183247,False,True,0.0001153997365955,True,False,False,0.8868499829995964,1
dgp1_N100_T100_r00000_truth1-1-1,1,100,100,0,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.8868499829995964, 0.8894867458179211, 0.888216557945322]",0.0026367628183247,False,True,0.0001153997365955,True,False,False,0.8868499829995964,1
dgp1_N100_T100_r00001_truth1-1-1,1,100,100,1,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.926321574935922, 0.9213406310359329, 0.9265969366201127]",0.0052563055841797,False,True,5.904235397239586e-05,True,False,False,0.9213406310359328,1
dgp1_N100_T100_r00001_truth1-1-1,1,100,100,1,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.926321574935922, 0.9213406310359329, 0.9265969366201127]",0.0052563055841797,False,True,5.904235397239586e-05,True,False,False,0.9213406310359328,1
dgp1_N100_T100_r00001_truth1-1-1,1,100,100,1,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.926321574935922, 0.9213406310359329, 0.9265969366201127]",0.0052563055841797,False,True,5.904235397239586e-05,True,False,False,0.9213406310359328,1
dgp1_N100_T100_r00002_truth1-1-1,1,100,100,2,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.9597891598272581, 0.9633792355733629, 0.9562960030065897]",0.0070832325667732,False,True,4.553502940709174e-05,True,False,False,0.9562960030065896,1
dgp1_N100_T100_r00002_truth1-1-1,1,100,100,2,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.9597891598272581, 0.9633792355733629, 0.9562960030065897]",0.0070832325667732,False,True,4.553502940709174e-05,True,False,False,0.9562960030065896,1
dgp1_N100_T100_r00002_truth1-1-1,1,100,100,2,"(1,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.9597891598272581, 0.9633792355733629, 0.9562960030065897]",0.0070832325667732,False,True,4.553502940709174e-05,True,False,False,0.9562960030065896,1
dgp1_N100_T100_r00000_truth2-1-1,1,100,100,0,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.21280491426943682, 0.2137990201460093, 0.21517659326735233]",0.0023716789979155,False,True,1.3252675714886423e-05,False,False,False,0.2128049142694368,2
dgp1_N100_T100_r00000_truth2-1-1,1,100,100,0,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.21280491426943682, 0.2137990201460093, 0.21517659326735233]",0.0023716789979155,False,True,1.3252675714886423e-05,False,False,False,0.2128049142694368,1
dgp1_N100_T100_r00000_truth2-1-1,1,100,100,0,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.21280491426943682, 0.2137990201460093, 0.21517659326735233]",0.0023716789979155,False,True,1.3252675714886423e-05,False,False,False,0.2128049142694368,1
dgp1_N100_T100_r00001_truth2-1-1,1,100,100,1,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.20018994025743633, 0.2020756013577427, 0.20083298772872607]",0.0018856611003063,False,True,4.800377438283438e-06,False,False,False,0.2001899402574363,2
dgp1_N100_T100_r00001_truth2-1-1,1,100,100,1,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.20018994025743633, 0.2020756013577427, 0.20083298772872607]",0.0018856611003063,False,True,4.800377438283438e-06,False,False,False,0.2001899402574363,1
dgp1_N100_T100_r00001_truth2-1-1,1,100,100,1,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.20018994025743633, 0.2020756013577427, 0.20083298772872607]",0.0018856611003063,False,True,4.800377438283438e-06,False,False,False,0.2001899402574363,1
dgp1_N100_T100_r00002_truth2-1-1,1,100,100,2,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.19937193304972606, 0.2002464285437459, 0.19964605930543752]",0.0008744954940198,False,True,6.646330042280188e-06,False,False,False,0.199371933049726,2
dgp1_N100_T100_r00002_truth2-1-1,1,100,100,2,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.19937193304972606, 0.2002464285437459, 0.19964605930543752]",0.0008744954940198,False,True,6.646330042280188e-06,False,False,False,0.199371933049726,1
dgp1_N100_T100_r00002_truth2-1-1,1,100,100,2,"(2,1,1)",False,0.1085736204758129,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.19937193304972606, 0.2002464285437459, 0.19964605930543752]",0.0008744954940198,False,True,6.646330042280188e-06,False,False,False,0.199371933049726,1
dgp1_N100_T200_r00000_truth1-0-2,1,100,200,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.33243802786099524, 0.33295091429537244, 0.3320062147470428]",0.0009446995483296,False,True,0.0004095137758701,True,False,False,0.3320062147470428,1
dgp1_N100_T200_r00000_truth1-0-2,1,100,200,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.33243802786099524, 0.33295091429537244, 0.3320062147470428]",0.0009446995483296,False,True,0.0004095137758701,True,False,False,0.3320062147470428,0
dgp1_N100_T200_r00000_truth1-0-2,1,100,200,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.33243802786099524, 0.33295091429537244, 0.3320062147470428]",0.0009446995483296,False,True,0.0004095137758701,True,False,False,0.3320062147470428,2
dgp1_N100_T200_r00001_truth1-0-2,1,100,200,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.36336278517990833, 0.36137268966863, 0.3619521679885533]",0.0019900955112783,False,True,9.657770156278587e-06,False,False,False,0.36137268966863,1
dgp1_N100_T200_r00001_truth1-0-2,1,100,200,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.36336278517990833, 0.36137268966863, 0.3619521679885533]",0.0019900955112783,False,True,9.657770156278587e-06,False,False,False,0.36137268966863,0
dgp1_N100_T200_r00001_truth1-0-2,1,100,200,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.36336278517990833, 0.36137268966863, 0.3619521679885533]",0.0019900955112783,False,True,9.657770156278587e-06,False,False,False,0.36137268966863,2
dgp1_N100_T200_r00002_truth1-0-2,1,100,200,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3604007436135309, 0.3605335396324305, 0.36175495241435085]",0.0013542088008199,False,True,6.311392733834145e-06,False,False,False,0.3604007436135309,1
dgp1_N100_T200_r00002_truth1-0-2,1,100,200,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3604007436135309, 0.3605335396324305, 0.36175495241435085]",0.0013542088008199,False,True,6.311392733834145e-06,False,False,False,0.3604007436135309,0
dgp1_N100_T200_r00002_truth1-0-2,1,100,200,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3604007436135309, 0.3605335396324305, 0.36175495241435085]",0.0013542088008199,False,True,6.311392733834145e-06,False,False,False,0.3604007436135309,2
dgp1_N100_T200_r00000_truth1-1-1,1,100,200,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.1035032617251355, 1.0972906549614765, 1.1000023951501716]",0.0062126067636589,False,True,8.072226096512587e-05,True,False,False,1.0972906549614765,1
dgp1_N100_T200_r00000_truth1-1-1,1,100,200,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.1035032617251355, 1.0972906549614765, 1.1000023951501716]",0.0062126067636589,False,True,8.072226096512587e-05,True,False,False,1.0972906549614765,1
dgp1_N100_T200_r00000_truth1-1-1,1,100,200,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.1035032617251355, 1.0972906549614765, 1.1000023951501716]",0.0062126067636589,False,True,8.072226096512587e-05,True,False,False,1.0972906549614765,1
dgp1_N100_T200_r00001_truth1-1-1,1,100,200,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.084336147372985, 1.0856963527700905, 1.079600431844691]",0.0060959209253994,False,True,0.0003466691556969,True,False,False,1.079600431844691,1
dgp1_N100_T200_r00001_truth1-1-1,1,100,200,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.084336147372985, 1.0856963527700905, 1.079600431844691]",0.0060959209253994,False,True,0.0003466691556969,True,False,False,1.079600431844691,1
dgp1_N100_T200_r00001_truth1-1-1,1,100,200,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.084336147372985, 1.0856963527700905, 1.079600431844691]",0.0060959209253994,False,True,0.0003466691556969,True,False,False,1.079600431844691,1
dgp1_N100_T200_r00002_truth1-1-1,1,100,200,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.0694479470534761, 1.0719059541827471, 1.0654093826835727]",0.0064965714991744,False,True,9.316864272014036e-05,True,False,False,1.0654093826835729,1
dgp1_N100_T200_r00002_truth1-1-1,1,100,200,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.0694479470534761, 1.0719059541827471, 1.0654093826835727]",0.0064965714991744,False,True,9.316864272014036e-05,True,False,False,1.0654093826835729,1
dgp1_N100_T200_r00002_truth1-1-1,1,100,200,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.0694479470534761, 1.0719059541827471, 1.0654093826835727]",0.0064965714991744,False,True,9.316864272014036e-05,True,False,False,1.0654093826835729,1
dgp1_N100_T200_r00000_truth2-1-1,1,100,200,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.23772506741124672, 0.2382564032213977, 0.23734561218596217]",0.0009107910354355,False,True,9.82406468998968e-05,True,False,False,0.2373456121859621,2
dgp1_N100_T200_r00000_truth2-1-1,1,100,200,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.23772506741124672, 0.2382564032213977, 0.23734561218596217]",0.0009107910354355,False,True,9.82406468998968e-05,True,False,False,0.2373456121859621,1
dgp1_N100_T200_r00000_truth2-1-1,1,100,200,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.23772506741124672, 0.2382564032213977, 0.23734561218596217]",0.0009107910354355,False,True,9.82406468998968e-05,True,False,False,0.2373456121859621,1
dgp1_N100_T200_r00001_truth2-1-1,1,100,200,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.22900730480272286, 0.22926694527961372, 0.22839561456972687]",0.0008713307098868,False,True,8.839263966647056e-06,False,False,False,0.2283956145697268,2
